0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333287e-02,4.772295830771327019e+00
6.666666666666666574e-02,8.076510429382324219e+00
1.000000000000000056e-01,1.099813342094421387e+01
1.333333333333333315e-01,1.270224988460540771e+01
1.666666666666666574e-01,1.498000502586364746e+01
2.000000000000000111e-01,1.521421551704406738e+01
2.333333333333333370e-01,1.145310401916503906e+01
2.666666666666666630e-01,5.543575286865234375e+00
2.999999999999999889e-01,-2.524845600128173828e+00
3.333333333333333148e-01,-1.016579389572143555e+01
3.666666666666666408e-01,-1.377243518829345703e+01
4.000000000000000222e-01,-1.220989465713500977e+01
4.333333333333333481e-01,-9.751285314559936523e+00
4.666666666666666741e-01,-9.786254167556762695e+00
5.000000000000000000e-01,-1.252391338348388672e+01
5.333333333333333259e-01,-1.379223167896270752e+01
5.666666666666666519e-01,-1.135128915309906006e+01
5.999999999999999778e-01,-6.868686676025390625e+00
6.333333333333333037e-01,-1.098994016647338867e+00
6.666666666666666297e-01,3.829831480979919434e+00
6.999999999999999556e-01,8.241190910339355469e+00
7.333333333333332815e-01,1.129698581993579865e+01
7.666666666666666075e-01,1.549485079944133759e+01
8.000000000000000444e-01,1.783191919326782227e+01
8.333333333333333703e-01,1.206703305244445801e+01
8.666666666666666963e-01,-1.282339096069335938e+00
9.000000000000000222e-01,-1.310264825820922852e+01
9.333333333333333481e-01,-1.381143629550933838e+01
9.666666666666666741e-01,-6.557769477367401123e+00
1.000000000000000000e+00,6.796377897262573242e-01
1.033333333333333215e+00,3.571632206439971924e+00
1.066666666666666652e+00,-1.439856290817260742e+00
1.100000000000000089e+00,-6.858858168125152588e+00
1.133333333333333304e+00,-4.772484004497528076e+00
1.166666666666666741e+00,2.200167775154113770e+00
1.199999999999999956e+00,9.242690205574035645e+00
1.233333333333333393e+00,8.292576670646667480e+00
1.266666666666666607e+00,9.204840660095214844e-01
1.300000000000000044e+00,-3.984423279762268066e+00
1.333333333333333259e+00,4.840546846389770508e-01
1.366666666666666696e+00,8.674943447113037109e+00
1.399999999999999911e+00,1.212921023368835449e+01
1.433333333333333348e+00,6.273407936096191406e+00
1.466666666666666563e+00,-6.192058324813842773e+00
1.500000000000000000e+00,-1.450141668319702148e+01
1.533333333333333215e+00,-1.142820239067077637e+01
1.566666666666666652e+00,-9.729105234146118164e-01
1.600000000000000089e+00,5.564913153648376465e+00
1.633333333333333304e+00,4.733743071556091309e+00
1.666666666666666741e+00,-3.524619340896606445e+00
1.699999999999999956e+00,-1.182852923870086670e+01
1.733333333333333393e+00,-8.086789771914482117e+00
1.766666666666666607e+00,4.280714616179466248e+00
1.800000000000000044e+00,1.214874655008316040e+01
1.833333333333333259e+00,9.575529098510742188e+00
1.866666666666666696e+00,-6.313651800155639648e-01
1.899999999999999911e+00,-9.362186193466186523e+00
1.933333333333333348e+00,-5.041738450527191162e+00
1.966666666666666563e+00,5.785667002201080322e+00
2.000000000000000000e+00,9.940216541290283203e+00
2.033333333333333215e+00,2.569688558578491211e+00
2.066666666666666430e+00,-1.079160332679748535e+01
2.100000000000000089e+00,-1.905972115695476532e+01
2.133333333333333304e+00,-1.320172615349292755e+01
2.166666666666666519e+00,3.541678190231323242e-01
2.200000000000000178e+00,6.974656283855438232e+00
2.233333333333333393e+00,3.553631175309419632e+00
2.266666666666666607e+00,-4.622330982238054276e+00
2.299999999999999822e+00,-8.520272523164749146e+00
2.333333333333333481e+00,4.895487427711486816e-01
2.366666666666666696e+00,1.257193570956587791e+01
2.399999999999999911e+00,1.639699274674057961e+01
2.433333333333333126e+00,8.066977858543395996e+00
2.466666666666666785e+00,-5.428594350814819336e+00
2.500000000000000000e+00,-1.146128967404365540e+01
2.533333333333333215e+00,-3.879201784729957581e+00
2.566666666666666430e+00,7.911182865500450134e+00
2.600000000000000089e+00,1.136323660612106323e+01
2.633333333333333304e+00,2.380655407905578613e+00
2.666666666666666519e+00,-1.074284970760345459e+01
2.700000000000000178e+00,-1.656718365848064423e+01
2.733333333333333393e+00,-8.214490190148353577e+00
2.766666666666666607e+00,3.457018733024597168e+00
2.799999999999999822e+00,5.980352461338043213e+00
2.833333333333333481e+00,-1.351006776094436646e+00
2.866666666666666696e+00,-1.089113697409629822e+01
2.899999999999999911e+00,-1.297815263271331787e+01
2.933333333333333126e+00,-1.620041728019714355e+00
2.966666666666666785e+00,1.067915081977844238e+01
3.000000000000000000e+00,1.344669207930564880e+01
3.033333333333333215e+00,6.439492106437683105e+00
3.066666666666666430e+00,-2.607265685219317675e+00
3.100000000000000089e+00,-4.581856455188244581e+00
3.133333333333333304e+00,4.007130526006221771e+00
3.166666666666666519e+00,1.331869918853044510e+01
3.200000000000000178e+00,1.313182890415191650e+01
3.233333333333333393e+00,8.376073837280273438e-01
3.266666666666666607e+00,-1.359283089637756348e+01
3.299999999999999822e+00,-1.804703950881958008e+01
3.333333333333333481e+00,-7.861407995223999023e+00
3.366666666666666696e+00,4.180717170238494873e+00
3.399999999999999911e+00,6.087201163172721863e+00
3.433333333333333126e+00,-2.015389278531074524e+00
3.466666666666666785e+00,-1.056463256478309631e+01
3.500000000000000000e+00,-1.151812970638275146e+01
3.533333333333333215e+00,-3.206813335418701172e-01
3.566666666666666430e+00,1.257332056760787964e+01
3.600000000000000089e+00,1.433694007107988000e+01
3.633333333333333304e+00,4.284376034047454596e+00
3.666666666666666519e+00,-6.037378907203674316e+00
3.699999999999999734e+00,-8.179649859666824341e+00
3.733333333333333393e+00,1.674328744411468506e+00
3.766666666666666607e+00,1.210784599184989929e+01
3.799999999999999822e+00,1.199251547455787659e+01
3.833333333333333481e+00,3.470885753631591797e-01
3.866666666666666696e+00,-1.262128405272960663e+01
3.899999999999999911e+00,-1.563936419785022736e+01
3.933333333333333126e+00,-4.666255116462707520e+00
3.966666666666666785e+00,6.750609576702117920e+00
4.000000000000000000e+00,7.641106098890304565e+00
4.033333333333333215e+00,-1.544263064861297607e+00
4.066666666666666430e+00,-1.029424801468849182e+01
4.099999999999999645e+00,-1.061437636613845825e+01
4.133333333333332860e+00,1.568219661712646484e+00
4.166666666666666963e+00,1.147833377122879028e+01
4.200000000000000178e+00,1.093380650505423546e+01
4.233333333333333393e+00,4.011467657983303070e-01
4.266666666666666607e+00,-9.744311235845088959e+00
4.299999999999999822e+00,-8.782709240913391113e+00
4.333333333333333037e+00,3.728086352348327637e+00
4.366666666666666252e+00,1.248133420944213867e+01
4.400000000000000355e+00,9.998416900634765625e+00
4.433333333333333570e+00,-1.573199629783630371e+00
4.466666666666666785e+00,-1.053464725613594055e+01
4.500000000000000000e+00,-9.345823377370834351e+00
4.533333333333333215e+00,2.674540579319000244e+00
4.566666666666666430e+00,1.159499218454584479e+01
4.599999999999999645e+00,7.993068492505699396e+00
4.633333333333332860e+00,-4.970255121588706970e+00
4.666666666666666963e+00,-1.126240767538547516e+01
4.700000000000000178e+00,-5.470963418483734131e+00
4.733333333333333393e+00,7.476445734500885010e+00
4.766666666666666607e+00,1.545935243368148804e+01
4.799999999999999822e+00,8.652097284793853760e+00
4.833333333333333037e+00,-6.128483712673187256e+00
4.866666666666666252e+00,-1.330786552280187607e+01
4.900000000000000355e+00,-8.517296053469181061e+00
4.933333333333333570e+00,3.386354148387908936e+00
4.966666666666666785e+00,9.620248675346374512e+00
5.000000000000000000e+00,2.048450857400894165e+00
5.033333333333333215e+00,-9.802153408527374268e+00
5.066666666666666430e+00,-1.285546705126762390e+01
5.099999999999999645e+00,-2.155129909515380859e+00
5.133333333333332860e+00,1.120396435260772705e+01
5.166666666666666963e+00,1.391680732369422913e+01
5.200000000000000178e+00,2.182623893022537231e+00
5.233333333333333393e+00,-9.701339006423950195e+00
5.266666666666666607e+00,-1.149001479148864746e+01
5.299999999999999822e+00,-5.552941560745239258e-01
5.333333333333333037e+00,1.154398307204246521e+01
5.366666666666666252e+00,1.362322166562080383e+01
5.400000000000000355e+00,2.487527132034301758e+00
5.433333333333333570e+00,-8.917893022298812866e+00
5.466666666666666785e+00,-1.201306074857711792e+01
5.500000000000000000e+00,-3.368970304727554321e+00
5.533333333333333215e+00,4.342888891696929932e+00
5.566666666666666430e+00,1.233512163162231445e+00
5.599999999999999645e+00,-9.240614175796508789e+00
5.633333333333332860e+00,-1.502308219671249390e+01
5.666666666666666963e+00,-1.150852739810943604e+01
5.700000000000000178e+00,1.710408926010131836e+00
5.733333333333333393e+00,1.312064588069915771e+01
5.766666666666666607e+00,1.212408274412155151e+01
5.799999999999999822e+00,1.044420897960662842e+00
5.833333333333333037e+00,-6.023417115211486816e+00
5.866666666666666252e+00,-2.880967855453491211e+00
5.900000000000000355e+00,8.376478850841522217e+00
5.933333333333333570e+00,1.769010230898857117e+01
5.966666666666666785e+00,1.441032037138938904e+01
6.000000000000000000e+00,1.013767719268798828e-01
6.033333333333333215e+00,-1.185878545045852661e+01
6.066666666666666430e+00,-1.265362590551376343e+01
6.099999999999999645e+00,-2.447869777679443359e+00
6.133333333333332860e+00,5.899494811892509460e+00
6.166666666666666963e+00,4.093954525887966156e+00
6.200000000000000178e+00,-7.617787756025791168e+00
6.233333333333333393e+00,-1.576890572905540466e+01
6.266666666666666607e+00,-1.082953333854675293e+01
6.299999999999999822e+00,2.156238555908203125e+00
6.333333333333333037e+00,1.315251231193542480e+01
6.366666666666666252e+00,1.296720743179321289e+01
6.400000000000000355e+00,5.858704447746276855e-01
6.433333333333333570e+00,-7.881648838520050049e+00
6.466666666666666785e+00,-4.036179184913635254e+00
6.500000000000000000e+00,7.561270594596862793e+00
6.533333333333333215e+00,1.544271469116210938e+01
6.566666666666666430e+00,1.013679563999176025e+01
6.599999999999999645e+00,-5.631355941295623779e+00
6.633333333333332860e+00,-1.564629279077053070e+01
6.666666666666666963e+00,-9.393476620316505432e+00
6.700000000000000178e+00,4.227377772331237793e+00
6.733333333333333393e+00,1.025222416967153549e+01
6.766666666666666607e+00,3.532756157219409943e+00
6.799999999999999822e+00,-1.047673031687736511e+01
6.833333333333333037e+00,-1.720799088478088379e+01
6.866666666666666252e+00,-7.393594980239868164e+00
6.899999999999999467e+00,8.173120021820068359e+00
6.933333333333333570e+00,1.432836681604385376e+01
6.966666666666666785e+00,7.238376243039965630e+00
7.000000000000000000e+00,-5.235830051824450493e+00
7.033333333333333215e+00,-1.006488651037216187e+01
7.066666666666666430e+00,-4.470080137252807617e-01
7.099999999999999645e+00,1.136569172143936157e+01
7.133333333333332860e+00,1.520380944013595581e+01
7.166666666666666963e+00,6.967783570289611816e+00
7.200000000000000178e+00,-5.504335463047027588e+00
7.233333333333333393e+00,-9.666873961687088013e+00
7.266666666666666607e+00,-6.865898519754409790e-01
7.299999999999999822e+00,9.087906405329704285e+00
7.333333333333333037e+00,1.081477671861648560e+01
7.366666666666666252e+00,7.853686809539794922e-01
7.399999999999999467e+00,-1.209812521934509277e+01
7.433333333333333570e+00,-1.629137411713600159e+01
7.466666666666666785e+00,-7.357347160577774048e+00
7.500000000000000000e+00,3.409891426563262939e+00
7.533333333333333215e+00,6.198999434709548950e+00
7.566666666666666430e+00,-1.960319727659225464e+00
7.599999999999999645e+00,-1.147156566381454468e+01
7.633333333333332860e+00,-1.256361722946166992e+01
7.666666666666666963e+00,-2.605268955230712891e+00
7.700000000000000178e+00,9.226965308189392090e+00
7.733333333333333393e+00,1.386826425790786743e+01
7.766666666666666607e+00,7.714743576943874359e+00
7.799999999999999822e+00,-1.498098783195018768e+00
7.833333333333333037e+00,-2.898845225572586060e+00
7.866666666666666252e+00,6.328377225436270237e+00
7.899999999999999467e+00,1.504990776535123587e+01
7.933333333333333570e+00,1.535150527954101562e+01
7.966666666666666785e+00,4.268485307693481445e+00
8.000000000000000000e+00,-1.086019277572631836e+01
8.033333333333333215e+00,-1.675418704748153687e+01
8.066666666666666430e+00,-9.151811599731445312e+00
8.099999999999999645e+00,-2.419236302375793457e-01
8.133333333333332860e+00,2.752982228994369507e+00
8.166666666666666075e+00,-4.068038910627365112e+00
8.199999999999999289e+00,-1.357916414737701416e+01
8.233333333333332504e+00,-1.099569261074066162e+01
8.266666666666665719e+00,2.743960618972778320e+00
8.300000000000000711e+00,1.616959512233734131e+01
8.333333333333333925e+00,2.146180182695388794e+01
8.366666666666667140e+00,1.181728631258010864e+01
